,trial,key,condition,freq_category,accuracy,start_time,end_time,reaction_time
43,liek_sound,z,nw,none,N,81.90283708300558,83.07156181501341,1.1687247320078313
44,plan_sound,m,rw,HF,N,83.60885161001352,84.83139728600509,1.2225456759915687
45,lome_sound,m,rw,LF,N,85.36418356900685,86.36775008100085,1.003566511993995
46,rakot_sound,m,nw,none,C,86.9026774130034,88.22356991600827,1.3208925030048704
47,vraag_sound,z,rw,HF,C,88.75869847800641,89.88737561000744,1.1286771320010303
48,grantel_sound,z,nw,none,N,90.43134551501134,91.66356440800882,1.23221889299748
49,gisten_sound,m,rw,LF,N,92.21997306100093,94.2394837130123,2.019510652011377
50,grief_sound,m,rw,LF,N,94.77897209300136,96.63962562801316,1.8606535350118065
51,lekker_sound,z,rw,HF,C,97.18725407100283,97.93564363400219,0.748389562999364
52,lijsters_sound,z,rw,LF,C,98.47358843700204,99.28782843700901,0.8142400000069756
53,herken_sound,z,nw,none,N,99.82826655601093,101.99957330500183,2.171306748990901
54,grede_sound,z,nw,none,N,102.55383900200832,103.87165047001326,1.3178114680049475
55,morgen_sound,z,rw,HF,C,104.41035099100554,105.35961841601238,0.9492674250068376
56,plond_sound,m,nw,none,C,105.90710116100672,108.44755744800204,2.5404562869953224
57,trorg_sound,m,nw,none,C,108.99134961201344,109.95973335200688,0.9683837399934418
58,smaan_sound,m,nw,none,C,110.49652278100257,111.63146062100714,1.134937840004568
59,kuukt_sound,z,nw,none,N,112.18513566200272,113.90359349100618,1.7184578290034551
60,rastel_sound,m,nw,none,C,114.44276778300991,115.52746355900308,1.0846957759931684
61,nammer_sound,m,nw,none,C,116.07395580000593,117.61553652001021,1.5415807200042764
62,murselein_sound,m,nw,none,C,118.1546329420089,120.6074699890014,2.4528370469924994
63,kormel_sound,m,nw,none,C,121.16493432900461,122.00762112101074,0.8426867920061341
64,plenk_sound,m,nw,none,C,122.55215183600376,123.36754348000977,0.8153916440060129
65,pirrel_sound,m,nw,none,C,123.9066629470035,124.75162303801335,0.8449600910098525
66,ratels_sound,m,rw,LF,N,125.29415515600704,126.61556336500507,1.3214082089980366
67,bezans_sound,m,nw,none,C,127.16736893900088,128.19966034100798,1.032291402007104
68,entel_sound,m,nw,none,C,128.73862385000393,129.51142523500312,0.7728013849991839
69,dacht_sound,z,rw,HF,C,130.04380518500693,130.92755133801256,0.8837461530056316
70,margriet_sound,z,rw,LF,C,131.48125869101204,132.51172783700167,1.0304691459896276
71,klaap_sound,m,nw,none,C,133.05376578700088,134.28739674501412,1.2336309580132365
72,kabrieken_sound,m,nw,none,C,134.82568193800398,135.91145188800874,1.0857699500047602
73,zelijk_sound,m,nw,none,C,136.4475529370102,137.44757165800547,1.0000187209952855
74,zeg_sound,z,rw,HF,C,137.98597468901426,138.7996600070037,0.8136853179894388
75,polders_sound,z,rw,LF,C,139.3400907900068,140.2635187650012,0.9234279749944108
76,sikkels_sound,m,rw,LF,N,140.79480647800665,141.9115491350094,1.11674265700276
77,gebeikt_sound,z,nw,none,N,142.45010382701003,143.79186557600042,1.3417617489903932
78,ponten_sound,z,rw,LF,C,144.32320110300498,145.5519721210003,1.2287710179953137
79,goont_sound,m,nw,none,C,146.09600405300444,147.10360835200117,1.007604298996739
80,kimensie_sound,m,nw,none,C,147.63348931800283,149.15941739900154,1.5259280809987104
81,vroeg_sound,m,rw,HF,N,149.6912339790142,151.48737459200493,1.7961406129907118
82,reigers_sound,z,rw,LF,C,152.04737937900063,153.13552988800802,1.0881505090073915
83,tombel_sound,m,nw,none,C,153.6698778560094,154.71973576801247,1.0498579120030627
84,bluit_sound,m,nw,none,C,155.25806836500124,156.48747652700695,1.2294081620057113
85,snert_sound,m,rw,LF,N,157.048103240013,158.16761272901203,1.1195094889990287
86,bezig_sound,z,rw,HF,C,158.7031310540042,160.87169123500644,2.168560181002249
87,gardien_sound,m,nw,none,C,161.41215197200654,162.8636034460069,1.4514514740003506
88,metrum_sound,m,rw,LF,N,163.40193246900162,164.63158879200637,1.2296563230047468
89,beitels_sound,m,rw,LF,N,165.17408509700908,166.39944292300788,1.225357825998799
90,spodiel_sound,m,nw,none,C,166.92924946600397,168.15951201600546,1.2302625500014983
91,auto_sound,z,rw,HF,C,168.70194227401225,169.42350406300102,0.7215617889887653
92,wachten_sound,m,rw,HF,N,169.95699743900332,170.93547439000395,0.9784769510006299
93,gefaapt_sound,m,nw,none,C,171.47840405900206,173.0395025050093,1.561098446007236
94,fradingo_sound,m,nw,none,C,173.58517612800642,174.6077093030035,1.0225331749970792
95,loedsels_sound,m,nw,none,C,175.1404657450039,176.50346679000359,1.3630010449996917
96,baby_sound,z,rw,HF,C,177.06308484100737,177.97551939700497,0.9124345559976064
97,sfinxen_sound,m,rw,LF,N,178.51815859301132,179.60772540300968,1.0895668099983595
98,balkons_sound,m,rw,LF,N,180.14031973600504,181.29559925600188,1.1552795199968386
99,glijp_sound,m,nw,none,C,181.8456295280048,182.81581166700926,0.9701821390044643
100,zerder_sound,m,nw,none,C,183.3503891970031,184.23160396300955,0.8812147660064511
101,jaat_sound,m,nw,none,C,184.77084116000333,185.71944673800317,0.9486055779998424
102,juist_sound,z,rw,HF,C,186.25885766801366,187.15980805900472,0.9009503909910563
103,barse_sound,m,rw,LF,N,187.6975987640035,189.23964832900674,1.5420495650032535
104,ogen_sound,z,rw,HF,C,189.77114715101197,190.8395748000039,1.0684276489919284
105,deun_sound,m,rw,LF,N,191.37704149400815,192.4557583650021,1.0787168709939579
106,zit_sound,z,rw,HF,C,192.99837002401182,193.8397933840024,0.8414233599905856
107,snoen_sound,m,nw,none,C,194.36886193801183,195.27141787200526,0.9025559339934262
108,hele_sound,z,rw,HF,C,195.81654119900486,196.7276755560015,0.9111343569966266
109,juffen_sound,z,rw,LF,C,197.26151373400353,198.1037381220085,0.8422243880049791
110,ambten_sound,m,rw,LF,N,198.63260156700562,199.96743328600132,1.3348317189957015
111,wakker_sound,z,rw,HF,C,200.50670546600304,201.85552051200648,1.3488150460034376
112,ging_sound,z,rw,HF,C,202.41168633200868,203.45557864000148,1.0438923079927918
113,rafel_sound,m,rw,LF,N,204.00032042300154,205.10366859500937,1.103348172007827
114,had_sound,z,rw,HF,C,205.64873016900674,207.19979804901232,1.5510678800055757
115,kiemeten_sound,m,nw,none,C,207.7288941750012,209.49547189401346,1.7665777190122753
116,imams_sound,m,rw,LF,N,210.03638081000827,211.111468891002,1.075088080993737
117,vrijk_sound,m,nw,none,C,211.6426800210029,212.90350418600428,1.2608241650013952
118,brad_sound,m,nw,none,C,213.44810669100843,214.31962368800305,0.8715169969946146
119,millag_sound,m,nw,none,C,214.8530087370018,215.97564137200243,1.1226326350006275
120,boek_sound,z,rw,HF,C,216.50831748300698,217.19949969700247,0.6911822139954893
121,brum_sound,z,nw,none,N,217.72894654000993,218.67965308400744,0.9507065439975122
122,pals_sound,m,nw,none,C,219.21708665500046,220.43940596400353,1.222319309003069
123,rufel_sound,m,nw,none,C,220.97301598801278,221.95144063100452,0.9784246429917403
124,kwarp_sound,m,nw,none,C,222.49365899500845,223.52753513101197,1.0338761360035278
125,recht_sound,z,rw,HF,C,224.06635294601438,224.9597105740104,0.8933576279960107
126,breent_sound,m,nw,none,C,225.50396646400623,226.59942888500518,1.095462420998956
127,schoffels_sound,m,rw,LF,N,227.1422747480101,228.7915140880068,1.6492393399967114
128,gimmel_sound,m,nw,none,C,229.3337873210112,231.07154246800928,1.7377551469980972
129,vebras_sound,m,nw,none,C,231.60782136200578,233.43940710200695,1.8315857400011737
130,fankel_sound,m,nw,none,C,233.9822067720088,235.37549324800784,1.393286475999048
131,rons_sound,m,nw,none,C,235.9049708530074,236.84768252600043,0.9427116729930276
132,dood_sound,z,rw,HF,C,237.3930276480096,238.95151022600476,1.5584825779951643
133,sta_sound,z,rw,HF,C,239.4833396030008,242.26366229500854,2.7803226920077577
134,zoek_sound,z,rw,HF,C,242.81111934801447,244.3117547330039,1.5006353849894367
135,oker_sound,m,rw,LF,N,244.85004400400794,245.8956838830054,1.0456398789974628
136,giep_sound,m,nw,none,C,246.4392423340032,247.4155387290084,0.9762963950051926
137,karpers_sound,m,rw,LF,N,247.96043786501104,249.4314821880107,1.47104432299966
138,begin_sound,z,rw,HF,C,249.9675999230094,250.75953276100336,0.7919328379939543
139,rogge_sound,m,rw,LF,N,251.32159072901413,252.16867483100214,0.8470841019880027
140,hard_sound,z,rw,HF,C,252.7092896430113,253.511603484003,0.802313840991701
141,vroel_sound,m,nw,none,C,254.04686431800656,255.15953031700337,1.1126659989968175
142,glaf_sound,z,nw,none,N,255.71245200900012,256.97538468900893,1.2629326800088165
143,zag_sound,m,rw,HF,N,257.508119651,258.97546453900577,1.467344888005755
144,gevels_sound,z,rw,LF,C,259.5151253380027,261.7515577930026,2.2364324549998855
145,stodeum_sound,m,nw,none,C,262.30849453501287,263.42347292701015,1.1149783919972833
146,uur_sound,z,rw,HF,C,263.96201044600457,264.8076311400073,0.8456206940027187
147,help_sound,z,rw,HF,C,265.35082589001104,266.1436021200061,0.79277622999507
148,zuun_sound,z,nw,none,N,266.7046617790038,267.95949769200524,1.2548359130014433
149,plin_sound,z,nw,none,N,268.4943102150137,269.26357684101094,0.7692666259972611
150,zolders_sound,z,rw,LF,C,269.7989056780061,270.6637384090136,0.8648327310074819
151,stram_sound,z,rw,LF,C,271.2194545800012,272.0796819760144,0.8602273960132152
152,flans_sound,z,rw,LF,C,272.62388144900615,273.36757891401066,0.7436974650045158
153,kom_sound,z,rw,HF,C,273.9117006880115,274.7037018070114,0.7920011189999059
154,gesmalpt_sound,m,nw,none,C,275.2506362300046,276.70355916701374,1.4529229370091343
155,vlump_sound,m,nw,none,C,277.25544118101243,278.1194272020075,0.8639860209950712
156,plirken_sound,m,nw,none,C,278.6605962780013,279.439551716001,0.7789554379996844
157,slont_sound,m,nw,none,C,279.9821049010061,280.8797757320135,0.8976708310074173
158,klavier_sound,z,rw,LF,C,281.43592689301295,282.3435576040065,0.9076307109935442
159,klaam_sound,z,nw,none,N,282.8735073580028,284.35154670401243,1.4780393460096093
160,idee_sound,z,rw,HF,C,284.898141964004,287.5276848090143,2.629542845010292
161,etui_sound,m,rw,LF,N,288.07432764800615,289.0794671980111,1.0051395500049694
162,geslonden_sound,m,nw,none,C,289.61365978200047,290.9433633630106,1.3297035810101079
163,clusters_sound,z,rw,LF,C,291.50187814400124,292.6716693940107,1.169791250009439
164,snarpen_sound,m,nw,none,C,293.207683613,294.1116662220011,0.9039826090011047
165,reden_sound,z,rw,HF,C,294.6465081970091,295.6314391210035,0.9849309239943977
166,darboen_sound,m,nw,none,C,296.1763525020069,297.2474524840072,1.0710999820003053
167,topaas_sound,z,rw,LF,C,297.79017764401215,298.7037574490096,0.9135798049974255
168,bralat_sound,m,nw,none,C,299.2443881370127,300.3194629690115,1.0750748319987906
169,verke_sound,z,nw,none,N,300.8495116720005,301.6316798790067,0.7821682070061797
170,strotten_sound,m,rw,LF,N,302.1705332430138,303.05537759400613,0.8848443509923527
171,gaf_sound,m,rw,HF,N,303.5909910170012,304.6004029120086,1.0094118950073607
172,stiraal_sound,m,nw,none,C,305.13072728100815,306.27158088701253,1.1408536060043843
173,ant_sound,z,nw,none,N,306.81895070800965,307.70356934700976,0.8846186390001094
174,krijg_sound,z,rw,HF,C,308.2405303560081,309.3435135530017,1.1029831969935913
175,nergen_sound,m,nw,none,C,309.8798495360097,310.8634697140078,0.9836201779980911
176,rokan_sound,z,nw,none,N,311.41783327801386,312.5198237620061,1.1019904839922674
177,mijk_sound,z,nw,none,N,313.0557208310056,313.9755449820077,0.9198241510021035
178,gewunnen_sound,z,nw,none,N,314.5105907340039,316.09558793700126,1.5849972029973287
179,moeder_sound,z,rw,HF,C,316.651222452012,317.4314928090025,0.7802703569905134
180,vlorken_sound,m,nw,none,C,317.9716551290039,319.1275398220023,1.1558846929983702
181,bluurde_sound,m,nw,none,C,319.6613025510014,320.70349981500476,1.0421972640033346
182,wist_sound,z,rw,HF,C,321.2657207410084,322.1676837380073,0.9019629969989182
183,vallen_sound,z,rw,HF,C,322.7040127650107,323.67154893300903,0.9675361679983325
184,jugen_sound,m,nw,none,C,324.2084382870089,325.151489122014,0.9430508350051241
185,heren_sound,z,rw,HF,C,325.7065660760127,327.4156864050019,1.7091203289892292
186,los_sound,z,rw,HF,C,327.9546722720115,328.7436834060063,0.7890111339947907
187,gals_sound,m,nw,none,C,329.2750797110057,330.53549769401434,1.260417983008665
188,kumus_sound,m,nw,none,C,331.08162057900336,332.4876233570103,1.4060027780069504
189,udel_sound,m,nw,none,C,333.02090057700116,333.7753644020122,0.7544638250110438
190,pruit_sound,m,nw,none,C,334.30822190700565,335.26357880601427,0.9553568990086205
191,leumen_sound,m,nw,none,C,335.8058715980005,336.61563461601327,0.8097630180127453
192,kadders_sound,z,nw,none,N,337.1511078020121,337.9754754880123,0.824367686000187
193,bonkte_sound,m,rw,LF,N,338.50573560800694,339.2715686310112,0.7658330230042338
194,suste_sound,m,rw,LF,N,339.8104020150058,340.9836724810011,1.1732704659953015
195,puien_sound,m,rw,LF,N,341.53146778800874,342.4075528250105,0.8760850370017579
196,bij_sound,m,rw,HF,N,342.9532608090085,343.9994253980112,1.0461645890027285
197,groeken_sound,m,nw,none,C,344.5420120970084,345.48737953801174,0.9453674410033273
198,spurt_sound,m,rw,LF,N,346.0391179480066,346.8555020670028,0.8163841189962113
199,gefruld_sound,m,nw,none,C,347.4012469280133,348.5035143520072,1.1022674239939079
